"Grupo Simec, S.A De C.V Price to Free Cash Flow Ratio Historical Data","Grupo Simec, S.A De C.V Price to Free Cash Flow Ratio Historical Data","Grupo Simec, S.A De C.V Price to Free Cash Flow Ratio Historical Data","Grupo Simec, S.A De C.V Price to Free Cash Flow Ratio Historical Data"
Date,Stock Price,TTM FCF per Share,Price to FCF Ratio
2024-10-17,27.27,,inf
2024-06-30,30.4,0,0.0
2024-03-31,32.25,$-0.06,0.0
2023-09-30,32.25,0,0.0
2023-06-30,35.0,0,0.0
2023-03-31,34.81,0,0.0
2022-12-31,33.8,0,0.0
2022-09-30,29.45,0,0.0
2022-06-30,30.3,0,0.0
2022-03-31,29.3,0,0.0
2021-12-31,27.0,0,0.0
2021-09-30,24.04,0,0.0
2021-06-30,28.81,0,0.0
2021-03-31,11.75,0,0.0
2020-09-30,7.02,0,0.0
2020-06-30,6.15,0,0.0
2019-12-31,9.0,0,0.0
2019-09-30,8.24,0,0.0
2019-06-30,7.18,0,0.0
2019-03-31,7.61,0,0.0
2018-09-30,8.0,0,0.0
2018-06-30,8.4,0,0.0
2017-09-30,9.09,0,0.0
2017-06-30,9.5,0,0.0
2016-12-31,12.71,0,0.0
2016-09-30,8.2,0,0.0
2016-06-30,6.63,0,0.0
2016-03-31,7.22,0,0.0
2015-12-31,5.92,0,0.0
2015-09-30,6.53,$0.07,87.43
2015-06-30,7.72,$0.17,45.36
2015-03-31,7.21,$-0.16,0.0
2014-12-31,8.75,$-0.22,0.0
2014-09-30,11.82,$-0.45,0.0
2014-06-30,12.35,$-0.50,0.0
2014-03-31,10.12,$-0.23,0.0
2013-12-31,10.86,$-0.42,0.0
2013-09-30,10.56,$0.14,72.9
2013-06-30,11.94,$0.05,241.12
2013-03-31,12.59,$0.68,18.54
2012-12-31,12.66,$0.99,12.84
2012-09-30,10.7,$2.46,4.35
2012-06-30,8.36,$3.94,2.12
2012-03-31,8.3,$0.16,51.69
2011-12-31,6.29,$3.96,1.59
2011-09-30,5.42,$2.26,2.4
2011-06-30,6.68,$1.00,6.68
2011-03-31,7.53,$4.82,1.56
2010-12-31,6.93,$0.86,8.03
2010-09-30,6.45,$43.55,0.15
2010-06-30,6.37,$40.61,0.16
2010-03-31,7.66,$42.72,0.18
2009-12-31,7.44,$43.38,0.17
