Insulet PE Ratio Historical Data,Insulet PE Ratio Historical Data,Insulet PE Ratio Historical Data,Insulet PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-05-24,180.07,,54.57
2024-03-31,171.4,$3.30,51.94
2023-12-31,216.98,$2.91,74.56
2023-09-30,159.49,$1.71,93.27
2023-06-30,288.34,$0.89,323.98
2023-03-31,318.96,$0.00,0.0
2022-12-31,294.39,$0.06,4906.5
2022-09-30,229.4,$0.24,955.83
2022-06-30,217.94,$0.50,435.88
2022-03-31,266.39,$0.63,422.84
2021-12-31,266.07,$0.23,1156.83
2021-09-30,284.23,$-0.45,0.0
2021-06-30,274.51,$-0.46,0.0
2021-03-31,260.92,$0.13,2007.08
2020-12-31,255.63,$0.10,2556.3
2020-09-30,236.59,$0.44,537.7
2020-06-30,194.26,$0.28,693.79
2020-03-31,165.68,$0.08,2071.0
2019-12-31,171.2,$0.18,951.11
2019-09-30,164.93,$0.26,634.35
2019-06-30,119.38,$0.28,426.36
2019-03-31,95.09,$0.23,413.43
2018-12-31,79.32,$0.05,1586.4
2018-09-30,105.95,$-0.23,0.0
2018-06-30,85.7,$-0.30,0.0
2018-03-31,86.68,$-0.40,0.0
2017-12-31,69.0,$-0.46,0.0
2017-09-30,55.08,$-0.50,0.0
2017-06-30,51.31,$-0.51,0.0
2017-03-31,43.09,$-0.46,0.0
2016-12-31,37.68,$-0.51,0.0
2016-09-30,40.94,$-0.83,0.0
2016-06-30,30.24,$-1.11,0.0
2016-03-31,33.16,$-1.30,0.0
2015-12-31,37.81,$-1.29,0.0
2015-09-30,25.91,$-0.91,0.0
2015-06-30,30.99,$-0.77,0.0
2015-03-31,33.35,$-1.03,0.0
2014-12-31,46.06,$-0.93,0.0
2014-09-30,36.85,$-0.87,0.0
2014-06-30,39.67,$-1.07,0.0
2014-03-31,47.42,$-0.74,0.0
2013-12-31,37.1,$-0.83,0.0
2013-09-30,36.24,$-1.00,0.0
2013-06-30,31.41,$-0.87,0.0
2013-03-31,25.86,$-0.97,0.0
2012-12-31,21.22,$-1.08,0.0
2012-09-30,21.58,$-1.17,0.0
2012-06-30,21.37,$-1.20,0.0
2012-03-31,19.14,$-1.32,0.0
2011-12-31,18.83,$-1.23,0.0
2011-09-30,15.26,$-1.43,0.0
2011-06-30,22.17,$-1.44,0.0
2011-03-31,20.62,$-1.38,0.0
2010-12-31,15.5,$-1.53,0.0
2010-09-30,14.14,$-1.45,0.0
2010-06-30,15.05,$-1.86,0.0
2010-03-31,15.09,$-2.38,0.0
2009-12-31,14.28,$-2.74,0.0
