SBA Communications PE Ratio Historical Data,SBA Communications PE Ratio Historical Data,SBA Communications PE Ratio Historical Data,SBA Communications PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-05-24,188.09,,36.88
2024-03-31,215.61,$5.10,42.28
2023-12-31,251.29,$4.61,54.51
2023-09-30,197.56,$4.54,43.52
2023-06-30,227.86,$4.65,49.0
2023-03-31,255.7,$3.42,74.76
2022-12-31,273.59,$4.21,64.98
2022-09-30,277.16,$3.71,74.71
2022-06-30,310.96,$3.23,96.27
2022-03-31,333.58,$3.96,84.24
2021-12-31,376.3,$3.18,118.33
2021-09-30,319.23,$2.94,108.58
2021-06-30,307.26,$2.71,113.38
2020-12-31,270.82,$0.20,1354.12
2020-09-30,305.24,$-0.15,0.0
2020-06-30,285.1,$-0.46,0.0
2020-03-31,257.95,$-0.47,0.0
2019-12-31,229.86,$0.95,241.96
2021-03-31,267.05,$0.59,452.63
2019-09-30,229.66,$1.20,191.38
2019-06-30,213.83,$1.15,185.94
2019-03-31,189.88,$0.37,513.19
2018-12-31,153.96,$0.41,375.52
2018-09-30,152.76,$-0.03,0.0
2018-06-30,157.03,$0.24,654.31
2018-03-31,162.55,$0.82,198.23
2017-12-31,155.36,$0.86,180.65
2017-09-30,137.0,$0.84,163.09
2017-06-30,128.29,$0.31,413.85
2017-03-31,114.47,$0.49,233.62
2016-12-31,98.2,$0.61,160.99
2016-09-30,106.67,$0.81,131.69
2016-06-30,102.65,$-0.30,0.0
2016-03-31,95.26,$-0.34,0.0
2015-12-31,99.92,$-1.38,0.0
2015-09-30,99.49,$-1.62,0.0
2015-06-30,109.34,$-0.52,0.0
2015-03-31,111.37,$-0.81,0.0
2014-12-31,105.34,$-0.35,0.0
2014-09-30,105.47,$-0.19,0.0
2014-06-30,97.29,$-0.34,0.0
2013-12-31,85.44,$-0.45,0.0
2013-09-30,76.52,$-0.71,0.0
2013-06-30,70.49,$-1.30,0.0
2013-03-31,68.47,$-1.46,0.0
2012-12-31,67.5,$-1.48,0.0
2012-09-30,59.82,$-1.34,0.0
2012-06-30,54.26,$-1.21,0.0
2012-03-31,48.32,$-1.04,0.0
2011-12-31,40.86,$-1.14,0.0
2011-09-30,32.79,$-1.21,0.0
2011-06-30,36.32,$-1.21,0.0
2011-03-31,37.74,$-1.66,0.0
2010-12-31,38.94,$-1.35,0.0
2010-09-30,38.33,$-1.33,0.0
2010-06-30,32.34,$-1.40,0.0
2014-03-31,86.51,$-1.11,0.0
2010-03-31,34.3,$-1.37,0.0
2009-12-31,32.49,$-1.20,0.0
