Date,Quarterly Net Income
2024-03-31,-4170.0
2023-12-31,1430.0
2023-09-30,2180.0
2023-06-30,1045.0
2023-03-31,1010.0
2022-12-31,1640.0
2022-09-30,1789.0
2022-06-30,1144.0
2022-03-31,19.0
2021-12-31,382.0
2021-09-30,2592.0
2021-06-30,1522.0
2021-03-31,1729.0
2020-12-31,1551.0
2020-09-30,360.0
2020-06-30,-3339.0
2020-03-31,1551.0
2019-12-31,2696.0
2019-09-30,-1165.0
2019-06-30,1880.0
2019-03-31,1975.0
2018-12-31,3.0
2018-09-30,2097.0
2018-06-30,1817.0
2018-03-31,1538.0
2017-12-31,-3865.0
2017-09-30,2718.0
2017-06-30,3073.0
2017-03-31,2702.0
2016-12-31,3108.0
2016-09-30,3330.0
2016-06-30,3497.0
2016-03-31,3566.0
2015-12-31,4683.0
2015-09-30,4600.0
2015-06-30,4492.0
2015-03-31,4333.0
2014-12-31,3487.0
2014-09-30,2731.0
2014-06-30,3656.0
2014-03-31,2227.0
2013-12-31,792.0
2013-09-30,789.0
2013-06-30,773.0
2013-03-31,722.0
2012-12-31,763.0
2012-09-30,676.0
2012-06-30,712.0
2012-03-31,442.0
2011-12-31,665.0
2011-09-30,741.0
2011-06-30,746.0
2011-03-31,651.0
2010-12-31,629.0
2010-09-30,705.0
2010-06-30,712.0
2010-03-31,855.0
2009-12-31,802.0
2009-09-30,673.0
2009-06-30,571.0
2009-03-31,589.0
