Date,Quarterly Net Income
2024-03-31,455.0
2023-12-31,439.0
2023-09-30,518.0
2023-06-30,410.0
2023-03-31,576.0
2022-12-31,183.0
2022-09-30,-17.0
2022-06-30,-839.0
2022-03-31,72.0
2021-12-31,293.0
2021-09-30,8.0
2021-06-30,-68.0
2021-03-31,-452.0
2020-12-31,652.0
2020-09-30,-170.0
2020-06-30,-195.0
2020-03-31,-10227.0
2019-12-31,48.0
2019-09-30,57.0
2019-06-30,-9.0
2019-03-31,32.0
2018-12-31,131.0
2018-09-30,13.0
2018-06-30,-19.0
2018-03-31,70.0
2017-12-31,31.0
2017-09-30,-134.0
2017-06-30,
2017-03-31,
2016-12-31,
2016-09-30,
2016-06-30,-911.0
2016-03-31,-981.0
2015-12-31,
2015-09-30,-159.0
2015-06-30,-188.0
2015-03-31,-589.0
2014-12-31,663.0
2014-09-30,375.0
2014-06-30,353.0
2014-03-31,328.0
2013-12-31,248.0
2013-09-30,341.0
2013-06-30,240.0
2013-03-31,267.0
2012-12-31,214.0
2012-09-30,279.0
2012-06-30,439.0
2012-03-31,379.0
2011-12-31,314.0
2011-09-30,706.0
2011-06-30,338.0
2011-03-31,381.0
2010-12-31,335.0
2010-09-30,255.0
2010-06-30,93.0
2010-03-31,129.0
2009-12-31,84.0
2009-09-30,55.0
2009-06-30,87.0
2009-03-31,195.0
