Date,Quarterly Net Income
2024-03-31,2180.0
2023-12-31,959.0
2023-09-30,1374.0
2023-06-30,1818.0
2023-03-31,1804.0
2022-12-31,902.0
2022-09-30,1640.0
2022-06-30,360.0
2022-03-31,386.0
2021-12-31,-347.0
2021-09-30,-1652.0
2021-06-30,550.0
2021-03-31,1561.0
2020-12-31,1012.0
2020-09-30,648.0
2020-06-30,756.0
2020-03-31,780.0
2019-12-31,313.0
2019-09-30,299.0
2019-06-30,130.0
2019-03-31,593.0
2018-12-31,1034.0
2018-09-30,431.0
2018-06-30,350.0
2018-03-31,340.0
2017-12-31,1301.0
2017-09-30,686.0
2017-06-30,477.0
2017-03-31,537.0
2016-12-31,1842.0
2016-09-30,1014.0
2016-06-30,-3.0
2016-03-31,646.0
2015-12-31,808.0
2015-09-30,770.0
2015-06-30,697.0
2015-03-31,550.0
2014-12-31,-321.0
2014-09-30,254.0
2014-06-30,796.0
2014-03-31,504.0
2013-12-31,-524.0
2013-09-30,1246.0
2013-06-30,823.0
2013-03-31,1011.0
2012-12-31,1507.0
2012-09-30,1511.0
2012-06-30,1597.0
2012-03-31,1625.0
2011-12-31,1493.0
2011-09-30,3477.0
2011-06-30,2113.0
2011-03-31,2907.0
2010-12-31,1632.0
2010-09-30,1554.0
2010-06-30,2116.0
2010-03-31,2777.0
2009-12-31,1562.0
2009-09-30,2115.0
2009-06-30,1707.0
2009-03-31,2144.0
