Date,Quarterly Net Income
2024-03-31,-126.0
2023-12-31,-176.0
2023-09-30,-754.0
2023-06-30,-234.0
2023-03-31,3.0
2022-12-31,-139.0
2022-09-30,-3816.0
2022-06-30,-535.0
2022-03-31,86.0
2021-12-31,113.0
2021-09-30,317.0
2021-06-30,185.0
2021-03-31,147.0
2020-12-31,257.0
2020-09-30,179.0
2020-06-30,47.0
2020-03-31,173.0
2019-12-31,239.0
2019-09-30,234.0
2019-06-30,296.0
2019-03-31,233.0
2018-12-31,210.0
2018-09-30,199.0
2018-06-30,209.0
2018-03-31,208.0
2017-12-31,68.0
2017-09-30,163.0
2017-06-30,128.0
2017-03-31,367.0
2016-12-31,124.0
2016-09-30,129.0
2016-06-30,120.0
2016-03-31,90.0
2015-12-31,105.0
2015-09-30,118.0
2015-06-30,102.0
2015-03-31,137.0
2014-12-31,153.0
2014-09-30,93.0
2014-06-30,47.0
2014-03-31,60.0
2013-12-31,81.0
2013-09-30,31.0
2013-06-30,36.0
2013-03-31,-23.0
2012-12-31,72.0
2012-09-30,30.0
2012-06-30,23.0
2012-03-31,26.0
2011-12-31,12.0
2011-09-30,20.0
2011-06-30,31.0
2011-03-31,24.0
2010-12-31,38.0
2010-09-30,35.0
2010-06-30,30.0
2010-03-31,21.0
2009-12-31,12.0
2009-09-30,17.0
2009-06-30,25.0
2009-03-31,19.0
