Date,Quarterly Net Income
2024-03-31,-381.0
2023-12-31,2669.0
2023-09-30,297.0
2023-06-30,1481.0
2023-03-31,-2758.0
2022-12-31,-664.0
2022-09-30,1019.0
2022-06-30,-454.0
2022-03-31,8113.0
2021-12-31,4623.0
2021-09-30,6823.0
2021-06-30,5061.0
2021-03-31,3361.0
2020-12-31,5857.0
2020-09-30,4276.0
2020-06-30,5105.0
2020-03-31,5661.0
2019-12-31,6905.0
2019-09-30,5990.0
2019-06-30,4179.0
2019-03-31,3974.0
2018-12-31,5195.0
2018-09-30,6398.0
2018-06-30,5006.0
2018-03-31,4454.0
2017-12-31,-687.0
2017-09-30,4516.0
2017-06-30,2808.0
2017-03-31,2964.0
2016-12-31,3562.0
2016-09-30,3378.0
2016-06-30,1330.0
2016-03-31,2046.0
2015-12-31,3613.0
2015-09-30,3109.0
2015-06-30,2706.0
2015-03-31,1992.0
2014-12-31,3661.0
2014-09-30,3317.0
2014-06-30,2796.0
2014-03-31,1930.0
2013-12-31,2625.0
2013-09-30,2950.0
2013-06-30,2000.0
2013-03-31,2045.0
2012-12-31,2468.0
2012-09-30,2972.0
2012-06-30,2827.0
2012-03-31,2738.0
2011-12-31,3360.0
2011-09-30,3468.0
2011-06-30,2954.0
2011-03-31,3160.0
2010-12-31,3180.0
2010-09-30,2955.0
2010-06-30,2887.0
2010-03-31,2442.0
2009-12-31,2282.0
2009-09-30,1856.0
2009-06-30,-398.0
2009-03-31,629.0
