WPP PE Ratio Historical Data,WPP PE Ratio Historical Data,WPP PE Ratio Historical Data,WPP PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,51.32,,inf
2024-06-30,44.91,0,0.0
2023-12-31,45.24,0,0.0
2023-06-30,48.73,0,0.0
2022-12-31,44.55,0,0.0
2022-06-30,44.87,0,0.0
2021-12-31,65.61,0,0.0
2021-06-30,58.13,0,0.0
2020-12-31,45.74,0,0.0
2020-06-30,32.6,0,0.0
2019-12-31,55.13,0,0.0
2019-06-30,48.21,0,0.0
2018-12-31,40.43,0,0.0
2018-06-30,56.82,0,0.0
2017-12-31,63.56,0,0.0
2017-06-30,72.77,0,0.0
2016-12-31,74.71,0,0.0
2016-06-30,69.84,0,0.0
2015-12-31,75.27,0,0.0
2015-06-30,73.11,0,0.0
2014-12-31,66.36,0,0.0
2014-06-30,68.81,0,0.0
2013-12-31,71.18,0,0.0
2013-06-30,52.47,0,0.0
2012-12-31,44.03,0,0.0
2012-06-30,36.39,0,0.0
2011-12-31,30.54,$0.11,277.65
2011-06-30,36.27,$0.11,329.71
2010-12-31,35.26,$0.11,320.53
