Q2 Holdings PE Ratio Historical Data,Q2 Holdings PE Ratio Historical Data,Q2 Holdings PE Ratio Historical Data,Q2 Holdings PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,82.18,,0.0
2024-06-30,60.33,$-1.16,0.0
2024-03-31,52.56,$-1.35,0.0
2023-12-31,43.41,$-1.13,0.0
2023-09-30,32.27,$-1.38,0.0
2023-06-30,30.9,$-1.46,0.0
2023-03-31,24.62,$-1.49,0.0
2022-12-31,26.87,$-1.89,0.0
2022-09-30,32.2,$-1.78,0.0
2022-06-30,38.57,$-1.86,0.0
2022-03-31,61.65,$-1.88,0.0
2021-12-31,79.44,$-2.16,0.0
2021-09-30,80.14,$-2.21,0.0
2021-03-31,100.2,$-2.41,0.0
2020-12-31,126.53,$-2.65,0.0
2020-09-30,91.26,$-2.28,0.0
2020-06-30,85.79,$-2.31,0.0
2020-03-31,59.06,$-1.94,0.0
2019-12-31,81.08,$-1.63,0.0
2021-06-30,102.58,$-1.75,0.0
2019-09-30,78.87,$-1.49,0.0
2019-06-30,76.36,$-1.31,0.0
2019-03-31,69.26,$-1.12,0.0
2018-12-31,49.55,$-0.82,0.0
2018-09-30,60.55,$-0.68,0.0
2018-06-30,57.05,$-0.61,0.0
2018-03-31,45.55,$-0.60,0.0
2017-12-31,36.85,$-0.63,0.0
2017-09-30,41.65,$-0.69,0.0
2017-06-30,36.95,$-0.79,0.0
2017-03-31,34.85,$-0.85,0.0
2016-12-31,28.85,$-0.93,0.0
2016-09-30,28.66,$-0.96,0.0
2016-06-30,28.02,$-0.91,0.0
2016-03-31,24.04,$-0.79,0.0
2015-12-31,26.37,$-0.67,0.0
2015-09-30,24.72,$-0.59,0.0
2015-06-30,28.25,$-0.54,0.0
2015-03-31,21.14,$-0.55,0.0
2014-12-31,18.84,$-0.81,0.0
