Sasol PE Ratio Historical Data,Sasol PE Ratio Historical Data,Sasol PE Ratio Historical Data,Sasol PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,6.46,,inf
2024-06-30,7.61,0.0,0.0
2023-12-31,9.8,0.0,0.0
2023-06-30,11.73,0.0,0.0
2022-12-31,14.48,0.0,0.0
2022-06-30,20.29,0.0,0.0
2021-12-31,14.43,0.0,0.0
2021-06-30,13.49,0.0,0.0
2020-12-31,7.8,0.0,0.0
2020-06-30,6.79,0.0,0.0
2019-12-31,19.02,0.0,0.0
2019-06-30,21.87,0.0,0.0
2018-12-31,25.43,0.0,0.0
2018-06-30,31.29,0.0,0.0
2017-06-30,23.19,0.0,0.0
2016-12-31,23.41,0.0,0.0
2016-06-30,21.68,0.0,0.0
2015-12-31,21.14,0.0,0.0
2015-06-30,28.45,0.0,0.0
2014-12-31,28.68,0.0,0.0
2014-06-30,43.64,0.0,0.0
2013-12-31,36.01,0.0,0.0
2013-06-30,30.82,0.0,0.0
2012-12-31,30.45,0.0,0.0
2012-06-30,28.96,0.0,0.0
2011-12-31,31.83,0.0,0.0
2011-06-30,34.55,0.0,0.0
2010-12-31,33.31,0.0,0.0
2010-06-30,22.05,0.0,0.0
