Ultragenyx Pharmaceutical PE Ratio Historical Data,Ultragenyx Pharmaceutical PE Ratio Historical Data,Ultragenyx Pharmaceutical PE Ratio Historical Data,Ultragenyx Pharmaceutical PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,56.77,,0.0
2024-06-30,41.1,$-7.30,0.0
2024-03-31,46.69,$-8.03,0.0
2023-12-31,47.82,$-8.33,0.0
2023-09-30,35.65,$-8.97,0.0
2023-06-30,46.13,$-10.24,0.0
2023-03-31,40.1,$-10.25,0.0
2022-12-31,46.33,$-10.11,0.0
2022-09-30,41.41,$-9.74,0.0
2022-06-30,59.66,$-7.32,0.0
2022-03-31,72.62,$-6.87,0.0
2021-12-31,84.09,$-6.71,0.0
2021-09-30,90.19,$-5.29,0.0
2021-06-30,95.35,$-5.34,0.0
2021-03-31,113.86,$-3.12,0.0
2020-12-31,138.43,$-3.14,0.0
2020-09-30,82.19,$-4.39,0.0
2020-06-30,78.22,$-5.22,0.0
2020-03-31,44.43,$-7.35,0.0
2019-12-31,42.71,$-7.12,0.0
2019-09-30,42.78,$-7.23,0.0
2019-06-30,63.5,$-7.01,0.0
2019-03-31,69.36,$-6.35,0.0
2018-12-31,43.48,$-3.91,0.0
2018-09-30,76.34,$-4.07,0.0
2018-06-30,76.87,$-4.20,0.0
2018-03-31,50.99,$-4.86,0.0
2017-12-31,46.38,$-7.11,0.0
2017-09-30,53.26,$-6.97,0.0
2017-06-30,62.11,$-6.74,0.0
2017-03-31,67.78,$-6.48,0.0
2016-12-31,70.31,$-6.20,0.0
2016-09-30,70.94,$-5.87,0.0
2016-06-30,48.91,$-5.26,0.0
2016-03-31,63.31,$-4.63,0.0
2015-12-31,112.18,$-3.91,0.0
2015-09-30,96.31,$-3.01,0.0
2015-06-30,102.39,$-2.48,0.0
2015-03-31,62.09,$-2.10,0.0
2014-12-31,43.88,$-2.32,0.0
