Cheniere Energy PE Ratio Historical Data,Cheniere Energy PE Ratio Historical Data,Cheniere Energy PE Ratio Historical Data,Cheniere Energy PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,182.44,,9.72
2024-06-30,174.42,$18.76,9.3
2024-03-31,160.46,$20.53,7.82
2023-12-31,169.38,$40.50,4.18
2023-09-30,164.25,$50.52,3.25
2023-06-30,150.43,$33.95,4.43
2023-03-31,155.19,$31.24,4.97
2022-12-31,147.27,$5.73,25.7
2022-09-30,162.56,$-15.27,0.0
2022-06-30,130.05,$-10.00,0.0
2022-03-31,135.22,$-14.20,0.0
2021-12-31,98.62,$-9.25,0.0
2021-09-30,94.68,$-4.80,0.0
2021-06-30,84.09,$-2.37,0.0
2021-03-31,69.81,$-0.29,0.0
2020-12-31,58.19,$-0.40,0.0
2020-09-30,44.85,$3.71,12.09
2020-06-30,46.84,$4.30,10.89
2020-03-31,32.47,$3.08,10.54
2019-12-31,59.2,$1.91,31.0
2019-09-30,61.13,$-1.17,0.0
2019-06-30,66.35,$0.01,6635.49
2018-12-31,57.38,$1.95,29.42
2018-09-30,67.36,$2.23,30.21
2018-06-30,63.19,$2.51,25.18
2018-03-31,51.81,$1.34,38.67
2017-12-31,52.19,$-1.39,0.0
2019-03-31,66.27,$-1.70,0.0
2017-09-30,43.66,$-1.76,0.0
2017-06-30,47.22,$-0.96,0.0
2017-03-31,45.82,$-1.04,0.0
2016-12-31,40.16,$-2.68,0.0
2016-09-30,42.27,$-4.44,0.0
2016-06-30,36.4,$-5.31,0.0
2016-03-31,32.79,$-4.52,0.0
2015-12-31,36.11,$-4.29,0.0
2015-09-30,46.82,$-3.71,0.0
2015-06-30,67.14,$-2.80,0.0
2015-03-31,75.03,$-3.18,0.0
2014-12-31,68.25,$-2.44,0.0
2014-09-30,77.58,$-2.35,0.0
2014-06-30,69.51,$-2.41,0.0
2014-03-31,53.66,$-1.51,0.0
2013-12-31,41.8,$-1.07,0.0
2013-09-30,33.1,$-0.46,0.0
2013-06-30,26.91,0,0.0
2013-03-31,27.14,0,0.0
2012-12-31,18.21,0,0.0
2012-09-30,15.05,0,0.0
2012-06-30,14.29,0,0.0
2012-03-31,14.52,0,0.0
2011-12-31,8.42,0,0.0
2011-09-30,4.99,0,0.0
2011-06-30,8.88,0,0.0
2011-03-31,9.03,0,0.0
2010-12-31,5.35,0,0.0
2010-09-30,2.44,0,0.0
2010-06-30,2.73,0,0.0
2010-03-31,3.0,0,0.0
2009-12-31,2.35,0,0.0
