Insmed PE Ratio Historical Data,Insmed PE Ratio Historical Data,Insmed PE Ratio Historical Data,Insmed PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,74.27,,0.0
2024-06-30,67.0,$-5.39,0.0
2024-03-31,27.13,$-5.23,0.0
2023-12-31,30.99,$-5.34,0.0
2023-09-30,25.25,$-5.27,0.0
2023-06-30,21.1,$-5.25,0.0
2023-03-31,17.05,$-4.27,0.0
2022-12-31,19.98,$-3.90,0.0
2022-09-30,21.54,$-3.64,0.0
2022-06-30,19.72,$-3.51,0.0
2022-03-31,23.5,$-3.78,0.0
2021-12-31,27.24,$-3.87,0.0
2021-09-30,27.54,$-3.92,0.0
2021-06-30,28.46,$-3.59,0.0
2021-03-31,34.06,$-3.16,0.0
2020-12-31,33.29,$-3.01,0.0
2020-09-30,32.14,$-2.60,0.0
2020-06-30,27.54,$-2.65,0.0
2020-03-31,16.03,$-2.82,0.0
2019-12-31,23.88,$-3.04,0.0
2019-09-30,17.64,$-3.64,0.0
2019-06-30,25.6,$-4.10,0.0
2019-03-31,29.07,$-4.29,0.0
2018-12-31,13.12,$-4.22,0.0
2018-09-30,20.22,$-3.88,0.0
2018-06-30,23.65,$-3.43,0.0
2018-03-31,22.52,$-3.15,0.0
2017-12-31,31.18,$-2.86,0.0
2017-09-30,31.21,$-3.11,0.0
2017-06-30,17.16,$-3.03,0.0
2017-03-31,17.51,$-2.90,0.0
2016-12-31,13.23,$-2.84,0.0
2016-09-30,14.52,$-2.25,0.0
2016-06-30,9.86,$-2.14,0.0
2016-03-31,12.67,$-2.02,0.0
2015-12-31,18.15,$-2.03,0.0
2015-09-30,18.57,$-1.88,0.0
2015-06-30,24.42,$-1.92,0.0
2015-03-31,20.8,$-2.04,0.0
2014-12-31,15.47,$-1.85,0.0
2014-09-30,13.05,$-1.90,0.0
2014-06-30,19.98,$-1.82,0.0
2014-03-31,19.04,$-1.51,0.0
2013-12-31,17.0,$-1.58,0.0
2013-09-30,15.61,$-1.66,0.0
2013-06-30,11.96,$-1.58,0.0
2013-03-31,7.49,$-1.69,0.0
2012-12-31,6.69,$-1.54,0.0
2012-09-30,4.55,$-1.38,0.0
2012-06-30,3.26,$-2.39,0.0
2012-03-31,3.63,$-2.40,0.0
2011-12-31,3.05,$-2.97,0.0
2011-09-30,5.08,$-3.12,0.0
2011-06-30,11.99,$-1.73,0.0
2011-03-31,6.75,$-1.33,0.0
2010-12-31,6.31,$-0.48,0.0
2010-09-30,7.2,$0.10,72.0
2010-06-30,6.73,$0.10,67.26
2010-03-31,11.7,0,0.0
2009-12-31,7.7,$9.60,0.8
