Summit Therapeutics PE Ratio Historical Data,Summit Therapeutics PE Ratio Historical Data,Summit Therapeutics PE Ratio Historical Data,Summit Therapeutics PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,21.57,,0.0
2024-06-30,7.8,$-0.23,0.0
2024-03-31,4.14,$-0.16,0.0
2023-12-31,2.61,$-1.53,0.0
2023-09-30,1.87,$-1.55,0.0
2023-06-30,2.51,$-1.66,0.0
2023-03-31,1.75,$-1.81,0.0
2022-12-31,4.25,$-0.60,0.0
2022-09-30,1.19,$-0.81,0.0
2022-06-30,1.0,$-0.87,0.0
2022-03-31,2.45,$-0.97,0.0
2021-12-31,2.69,$-0.96,0.0
2021-09-30,5.01,$-0.86,0.0
2021-06-30,7.46,$-0.92,0.0
2021-03-31,5.87,$-0.88,0.0
2020-12-31,4.7,$-0.67,0.0
2020-09-30,3.44,$-0.49,0.0
2020-06-30,2.97,$-0.23,0.0
2020-03-31,2.37,$-0.25,0.0
2019-12-31,1.6,$-0.25,0.0
2019-10-31,1.65,$-0.25,0.0
2019-09-30,1.79,$-0.25,0.0
2019-07-31,1.32,0,0.0
2019-04-30,1.76,0,0.0
2019-01-31,1.33,0,0.0
2018-10-31,1.7,0,0.0
2018-07-31,2.3,0,0.0
2018-04-30,13.03,0,0.0
2018-01-31,13.73,0,0.0
2017-10-31,10.28,0,0.0
2017-07-31,13.98,0,0.0
2017-04-30,11.0,0,0.0
2017-01-31,10.47,0,0.0
2016-10-31,11.77,0,0.0
2016-07-31,7.0,0,0.0
2016-04-30,9.98,0,0.0
2016-01-31,9.0,0,0.0
2015-10-31,10.1,$-0.45,0.0
