BlackLine PE Ratio Historical Data,BlackLine PE Ratio Historical Data,BlackLine PE Ratio Historical Data,BlackLine PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,59.19,,65.77
2024-06-30,48.45,$0.90,53.83
2024-03-31,64.58,$0.23,280.78
2023-12-31,62.44,$-0.10,0.0
2023-09-30,55.47,$-0.24,0.0
2023-06-30,53.82,$-0.77,0.0
2023-03-31,67.15,$-0.50,0.0
2022-12-31,67.27,$-0.51,0.0
2022-09-30,59.9,$-1.32,0.0
2022-06-30,66.6,$-1.21,0.0
2022-03-31,73.22,$-1.47,0.0
2021-12-31,103.54,$-1.97,0.0
2021-09-30,118.06,$-1.64,0.0
2021-06-30,111.27,$-1.56,0.0
2021-03-31,108.4,$-1.27,0.0
2020-12-31,133.38,$-0.83,0.0
2020-09-30,89.63,$-0.69,0.0
2020-06-30,82.91,$-0.71,0.0
2020-03-31,52.61,$-0.65,0.0
2019-12-31,51.56,$-0.58,0.0
2019-09-30,47.81,$-0.56,0.0
2019-06-30,53.51,$-0.47,0.0
2019-03-31,46.32,$-0.54,0.0
2018-12-31,40.95,$-0.51,0.0
2018-09-30,56.47,$-0.48,0.0
2018-06-30,43.43,$-0.65,0.0
2018-03-31,39.21,$-0.69,0.0
2017-12-31,32.8,$-0.74,0.0
2017-09-30,34.12,$-0.96,0.0
