National Grid Transco PE Ratio Historical Data,National Grid Transco PE Ratio Historical Data,National Grid Transco PE Ratio Historical Data,National Grid Transco PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,67.19,,inf
2024-03-31,68.22,0.0,0.0
2023-09-30,59.53,0.0,0.0
2023-03-31,64.5,0.0,0.0
2022-09-30,48.08,0.0,0.0
2022-03-31,69.67,0.0,0.0
2021-09-30,53.11,0.0,0.0
2021-03-31,50.98,0.0,0.0
2020-09-30,48.81,0.0,0.0
2020-03-31,47.62,0.0,0.0
2019-09-30,43.44,0.0,0.0
2019-03-31,43.03,0.0,0.0
2018-09-30,39.19,0.0,0.0
2018-03-31,41.12,0.0,0.0
2017-09-30,44.92,0.0,0.0
2017-03-31,44.77,0.0,0.0
2016-09-30,49.35,0.0,0.0
2016-03-31,48.19,0.0,0.0
2015-09-30,46.23,0.0,0.0
2015-03-31,41.56,0.0,0.0
2014-09-30,45.52,0.0,0.0
2014-03-31,42.22,0.0,0.0
2013-09-30,35.59,0.0,0.0
2013-03-31,33.77,0.0,0.0
2012-09-30,31.58,0.0,0.0
2012-03-31,27.69,0.0,0.0
2011-09-30,26.62,0.0,0.0
2011-03-31,24.82,0.0,0.0
2010-09-30,21.57,0.0,0.0
