Teva Pharmaceutical Industries PE Ratio Historical Data,Teva Pharmaceutical Industries PE Ratio Historical Data,Teva Pharmaceutical Industries PE Ratio Historical Data,Teva Pharmaceutical Industries PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,17.96,,0.0
2024-06-30,16.25,$-0.39,0.0
2024-03-31,14.11,$-0.41,0.0
2023-12-31,10.44,$-0.47,0.0
2023-09-30,10.2,$-1.98,0.0
2023-06-30,7.53,$-2.00,0.0
2023-03-31,8.85,$-1.44,0.0
2022-12-31,9.12,$-2.12,0.0
2022-09-30,8.07,$-1.16,0.0
2022-06-30,7.52,$-0.95,0.0
2022-03-31,9.39,$-0.55,0.0
2021-12-31,8.01,$0.38,21.08
2021-09-30,9.74,$0.66,14.76
2021-06-30,9.9,$-3.57,0.0
2021-03-31,11.54,$-3.63,0.0
2020-12-31,9.65,$-3.64,0.0
2020-09-30,9.01,$-3.68,0.0
2020-06-30,12.33,$0.00,0.0
2020-03-31,8.98,$-0.76,0.0
2019-12-31,9.8,$-0.92,0.0
2019-09-30,6.88,$-3.87,0.0
2019-06-30,9.23,$-3.85,0.0
2019-03-31,15.68,$-3.46,0.0
2018-12-31,15.42,$-2.33,0.0
2018-09-30,21.54,$-10.89,0.0
2018-06-30,24.32,$-10.10,0.0
2018-03-31,17.09,$-15.80,0.0
2017-12-31,18.95,$-16.26,0.0
2017-09-30,17.5,$-5.95,0.0
2017-06-30,32.86,$-6.12,0.0
2017-03-31,31.37,$0.02,1568.54
2016-12-31,35.1,$0.07,501.38
2016-09-30,44.14,$1.72,25.66
2016-06-30,47.88,$1.49,32.13
2016-03-31,50.67,$1.92,26.39
2015-12-31,61.79,$1.82,33.95
2015-09-30,52.84,$2.07,25.53
2015-06-30,55.04,$2.97,18.53
2015-03-31,57.7,$3.21,17.97
2014-12-31,52.94,$3.56,14.87
2014-09-30,49.21,$3.21,15.33
2014-06-30,47.68,$3.03,15.74
2014-03-31,47.72,$1.63,29.28
2013-12-31,35.94,$1.50,23.96
2013-09-30,33.63,$1.42,23.69
2013-06-30,34.66,$0.49,70.74
2013-03-31,34.85,$2.01,17.34
2012-12-31,32.57,$2.24,14.54
2012-09-30,35.94,$2.44,14.73
2012-06-30,34.05,$3.56,9.56
2012-03-31,38.7,$3.21,12.06
2011-12-31,34.51,$3.08,11.21
2011-09-30,31.69,$3.36,9.43
2011-06-30,40.86,$3.48,11.74
2011-03-31,42.35,$3.72,11.38
2010-12-31,43.81,$3.67,11.94
2010-09-30,44.18,$3.24,13.64
2010-06-30,43.4,$2.81,15.44
2010-03-31,52.51,$2.51,20.92
2009-12-31,46.64,$2.23,20.91
