PE Ratio Historical Data,PE Ratio Historical Data,PE Ratio Historical Data,PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,146.99,,inf
2024-06-30,126.83,0.0,0.0
2024-03-31,156.11,0.0,0.0
2023-12-31,155.67,0.0,0.0
2023-09-30,125.81,0.0,0.0
2023-06-30,118.99,0.0,0.0
2023-03-31,103.88,0.0,0.0
2022-12-31,88.37,0.0,0.0
2022-09-30,90.74,0.0,0.0
2022-06-30,87.22,0.0,0.0
2022-03-31,104.06,0.0,0.0
2021-12-31,110.58,0.0,0.0
2021-09-30,96.03,0.0,0.0
2021-06-30,81.97,0.0,0.0
2021-03-31,80.76,0.0,0.0
2020-12-31,57.94,0.0,0.0
2020-09-30,48.54,0.0,0.0
2020-06-30,48.51,0.0,0.0
2020-03-31,40.96,0.0,0.0
2019-12-31,62.06,0.0,0.0
2019-09-30,61.22,0.0,0.0
2019-06-30,52.66,0.0,0.0
2019-03-31,55.72,0.0,0.0
2018-12-31,46.08,0.0,0.0
2018-09-30,52.98,0.0,0.0
2018-06-30,64.32,0.0,0.0
2018-03-31,64.0,0.0,0.0
2017-12-31,56.95,0.0,0.0
2017-09-30,58.41,0.0,0.0
2017-06-30,49.44,0.0,0.0
2017-03-31,43.18,0.0,0.0
2016-12-31,47.1,0.0,0.0
2016-09-30,36.14,0.0,0.0
2016-06-30,27.46,0.0,0.0
2016-03-31,28.37,0.0,0.0
2015-12-31,20.2,0.0,0.0
2015-09-30,19.97,0.0,0.0
2015-06-30,20.65,0.0,0.0
2015-03-31,18.26,0.0,0.0
2014-12-31,16.57,0.0,0.0
2014-09-30,17.6,0.0,0.0
2014-06-30,18.19,0.0,0.0
2014-03-31,19.19,0.0,0.0
2013-12-31,20.34,0.0,0.0
2013-09-30,21.14,0.0,0.0
2013-06-30,15.56,0.0,0.0
2013-03-31,16.58,0.0,0.0
2012-12-31,17.27,0.0,0.0
2012-09-30,13.78,0.0,0.0
2012-06-30,13.31,0.0,0.0
2012-03-31,11.67,0.0,0.0
2011-12-31,7.54,0.0,0.0
2011-09-30,7.73,0.0,0.0
2011-06-30,8.6,0.0,0.0
2011-03-31,7.66,0.0,0.0
2010-12-31,6.99,0.0,0.0
2010-09-30,4.77,0.0,0.0
2010-06-30,5.84,0.0,0.0
2010-03-31,4.77,0.0,0.0
2009-12-31,3.07,0.0,0.0
