Prudential Public PE Ratio Historical Data,Prudential Public PE Ratio Historical Data,Prudential Public PE Ratio Historical Data,Prudential Public PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,17.1,,inf
2024-06-30,18.17,0.0,0.0
2023-12-31,21.94,0.0,0.0
2023-06-30,27.52,0.0,0.0
2022-12-31,26.44,0.0,0.0
2022-06-30,24.04,0.0,0.0
2021-12-31,32.69,0.0,0.0
2021-06-30,36.08,0.0,0.0
2020-12-31,34.8,0.0,0.0
2019-12-31,35.08,0.0,0.0
2019-06-30,34.74,0.0,0.0
2018-12-31,28.04,0.0,0.0
2018-06-30,35.9,0.0,0.0
2017-12-31,39.2,0.0,0.0
2017-06-30,35.22,0.0,0.0
2016-12-31,29.89,0.0,0.0
2015-12-31,32.6,0.0,0.0
2015-06-30,34.84,0.0,0.0
2014-12-31,32.61,0.0,0.0
2014-06-30,32.16,0.0,0.0
2013-12-31,30.97,0.0,0.0
2013-06-30,22.33,0.0,0.0
2012-12-31,19.11,0.0,0.0
2011-12-31,12.79,0.0,0.0
2011-06-30,14.8,0.0,0.0
2010-12-31,13.04,0.0,0.0
2010-06-30,9.23,0.0,0.0
2009-12-31,12.31,0.0,0.0
