BeiGene PE Ratio Historical Data,BeiGene PE Ratio Historical Data,BeiGene PE Ratio Historical Data,BeiGene PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,212.39,,0.0
2024-06-30,142.67,$-5.08,0.0
2024-03-31,156.39,$-7.57,0.0
2023-12-31,180.36,$-8.50,0.0
2023-09-30,179.87,$-9.26,0.0
2023-06-30,178.3,$-16.66,0.0
2023-03-31,215.53,$-18.58,0.0
2022-12-31,219.94,$-21.40,0.0
2022-09-30,134.82,$-21.57,0.0
2022-06-30,161.85,$-21.41,0.0
2021-12-31,270.93,$-15.16,0.0
2021-09-30,363.0,$-14.20,0.0
2021-06-30,343.19,$-13.98,0.0
2021-03-31,348.08,$-13.56,0.0
2020-12-31,258.39,$-18.56,0.0
2022-03-31,188.6,$-18.06,0.0
2020-09-30,286.44,$-20.21,0.0
2020-06-30,188.4,$-20.51,0.0
2020-03-31,123.11,$-17.63,0.0
2019-12-31,165.76,$-15.74,0.0
2019-09-30,122.46,$-13.87,0.0
2019-06-30,123.95,$-11.29,0.0
2019-03-31,132.0,$-12.78,0.0
2018-12-31,140.26,$-12.00,0.0
2018-09-30,172.22,$-9.67,0.0
2018-06-30,153.73,$-4.60,0.0
2018-03-31,168.0,$-3.20,0.0
2017-12-31,97.72,$-2.44,0.0
2017-09-30,103.46,$-1.30,0.0
2017-06-30,45.0,$-4.92,0.0
2017-03-31,36.61,$-4.13,0.0
2016-12-31,30.36,$-3.83,0.0
