Workday PE Ratio Historical Data,Workday PE Ratio Historical Data,Workday PE Ratio Historical Data,Workday PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-08-30,263.19,,50.13
2024-07-31,227.12,$5.25,43.26
2024-04-30,244.73,$5.55,44.1
2024-01-31,291.07,$5.15,56.52
2023-10-31,211.71,$0.24,882.13
2023-07-31,237.13,$-0.48,0.0
2023-04-30,186.14,$-1.03,0.0
2023-01-31,181.43,$-1.44,0.0
2022-10-31,155.82,$-1.24,0.0
2022-07-31,155.1,$-0.78,0.0
2022-04-30,206.7,$-0.12,0.0
2022-01-31,253.01,$0.10,2530.1
2021-10-31,289.98,$0.09,3222.0
2021-07-31,234.4,$-0.18,0.0
2021-04-30,247.0,$-0.71,0.0
2021-01-31,227.53,$-1.20,0.0
2020-10-31,210.12,$-1.46,0.0
2020-07-31,180.92,$-1.87,0.0
2020-04-30,153.9,$-2.28,0.0
2020-01-31,184.63,$-2.12,0.0
2019-10-31,162.16,$-2.03,0.0
2019-07-31,199.98,$-2.22,0.0
2019-04-30,205.63,$-2.09,0.0
2019-01-31,181.53,$-1.92,0.0
2018-10-31,133.02,$-1.87,0.0
2018-07-31,124.02,$-1.58,0.0
2018-04-30,124.84,$-1.58,0.0
2018-01-31,119.89,$-1.54,0.0
2017-10-31,110.99,$-1.64,0.0
2017-07-31,102.11,$-1.80,0.0
2017-04-30,87.4,$-1.95,0.0
2017-01-31,83.09,$-2.05,0.0
2016-10-31,86.68,$-1.95,0.0
2016-07-31,83.34,$-1.79,0.0
2016-04-30,74.98,$-1.61,0.0
2016-01-31,63.01,$-1.53,0.0
2015-10-31,78.97,$-1.43,0.0
2015-07-31,84.33,$-1.35,0.0
2015-04-30,91.21,$-1.36,0.0
2015-01-31,79.46,$-1.35,0.0
2014-10-31,95.48,$-1.35,0.0
2014-07-31,83.84,$-1.29,0.0
2014-04-30,73.07,$-1.12,0.0
2014-01-31,89.54,$-1.00,0.0
2013-10-31,74.87,$-0.87,0.0
2013-07-31,68.29,$-1.27,0.0
