Tidewater PE Ratio Historical Data,Tidewater PE Ratio Historical Data,Tidewater PE Ratio Historical Data,Tidewater PE Ratio Historical Data
Date,Stock Price,TTM Net EPS,PE Ratio
2024-10-17,63.75,,21.11
2024-06-30,95.21,$3.02,31.53
2024-03-31,92.0,$2.51,36.65
2023-12-31,72.11,$1.83,39.4
2023-09-30,71.07,$1.33,53.44
2023-06-30,55.44,$0.94,58.98
2023-03-31,44.08,$-0.10,0.0
2022-12-31,36.85,$-0.60,0.0
2022-09-30,21.7,$-1.72,0.0
2022-06-30,21.09,$-2.46,0.0
2022-03-31,21.74,$-2.57,0.0
2021-12-31,10.71,$-3.15,0.0
2021-09-30,12.06,$-2.95,0.0
2021-06-30,12.05,$-3.25,0.0
2021-03-31,12.53,$-5.27,0.0
2020-12-31,8.64,$-4.86,0.0
2020-09-30,6.71,$-5.66,0.0
2020-06-30,5.59,$-5.87,0.0
2020-03-31,7.08,$-3.55,0.0
2019-12-31,19.28,$-3.67,0.0
2019-09-30,15.11,$-4.98,0.0
2019-06-30,23.48,$-4.99,0.0
2019-03-31,23.19,$-5.01,0.0
2018-12-31,19.13,$-6.10,0.0
2018-09-30,31.19,$-3.27,0.0
2018-06-30,28.93,$-2.11,0.0
2018-03-31,28.61,$-12.80,0.0
2017-12-31,24.4,$-11.13,0.0
2017-09-30,29.08,$-11.13,0.0
2017-06-30,23.23,$-11.13,0.0
2017-03-31,37.1,0,0.0
2016-12-31,110.0,0,0.0
2016-09-30,90.97,0,0.0
2016-06-30,142.26,0,0.0
2016-03-31,220.32,0,0.0
2015-12-31,224.52,0,0.0
2015-09-30,423.87,0,0.0
2015-06-30,733.23,0,0.0
2014-12-31,1045.48,0,0.0
2014-09-30,1259.03,0,0.0
2014-06-30,1811.29,0,0.0
2014-03-31,1568.39,0,0.0
2013-12-31,1911.94,0,0.0
2013-09-30,1906.55,0,0.0
2013-06-30,1821.5,0,0.0
2013-03-31,1607.34,0,0.0
2012-12-31,1414.52,0,0.0
2012-09-30,1527.9,0,0.0
2012-06-30,1451.88,0,0.0
2012-03-31,1682.32,0,0.0
2011-12-31,1528.98,0,0.0
2011-09-30,1297.63,0,0.0
2011-06-30,1652.83,0,0.0
2011-03-31,1829.67,0,0.0
2010-12-31,1639.38,0,0.0
2010-09-30,1357.64,0,0.0
2010-06-30,1166.05,0,0.0
2010-03-31,1415.04,0,0.0
2009-12-31,1427.59,0,0.0
2009-09-30,1394.36,0,0.0
